input,prediction,label
해수욕장 끝에 자리 잡은 해안공원인 수변공원은 광안대교를 가까이 두고 사진을 찍을 수 있는 포토존으로 유명하다, The beach park located at the end of the beach is famous for its photo zone where you can take pictures with Gwangan Bridge close to Gwangan Bridge Choegi,Waterside Park a coastal park located at the end of the beach is famous for its photo zone where you can take pictures with Gwangan Bridge close to it
마을의 동쪽에 부산 울산 고속 도로가 지나가며 안적사로 가는 도로가 계곡을 따라 건설되고 있다, To the east of the village Busan Ulsan Expressway passes and the road to Anjeoksa Temple is being built along the,The Busan Ulsan Expressway passes to the east of the village and the road to Anjeoksa Temple is under construction along the valley
지구 자체의 공전과 자전에 의한 영향은 없는 것으로 가정하고 수중 로봇의 속도에 영향을 미치지 않는다고 가정한다, Assuming that there is no impact by the rotation and rotation of the earth itself and it does not affect the speed of the underw,It is assumed that there is no effect from the Earths own orbit and rotation and it is assumed that it does not affect the speed of the underwater robot
북한의 2500만 성도들을 안아야 할 책임이 우리에게 있다, We are responsible for holding 25 million saints in North Korea including J,We have a responsibility to hug North Koreas 25 million saints
제가 서울 지리를 잘 모르는데 버스 노선 안내서를 하나 얻을 수 있을까요, I dont know the geography of Seoul can I get a bus route guidebook I,Im not really familiar with the roads in Seoul so could I get a bus route guide
이 정책적으로 인정한 권리로서 약속어음의 만기 전과 후를 불문하고 어음소지인이 행사할 수 있는 권리이다, As a policy recognized by this policy it is a right that the bill holder can exercise regardless of before and after the promissory notes are euk,This policyrecognized right is the right to be exercised by the holder of the bill whether before or after the promissory note expires
제2 절연막215a이 상기 제1 및 제2 워드 라인들WL1b WL2b 사이에 개재될 수 있다, The second insulation film 215a may be interposed between the first and second word lines WL1b and WL2b the,A second insulating layer 215a may be interposed between the first and second word lines WL1b and WL2b
이것이 사랑의 모순이며 사랑의 역설이며 사랑의 신비입니다, This is the contradiction of love paradox and mystery of love is the,This is the contradiction the paradox and the mystery of love
내가 파이온 관측에 관한 부분에서 도달한 결론은 파이온이 자유의지를 가지고 있다는 것이 아니다, The conclusion I reached in the part of pioneeon observation is that Pion has free will eagle e,The conclusion I reached in the section on my pion observations is not that pions have free will
국립부산과학관은 과학기술정보통신부가 실시한 2018년도 국립과학관 운영성과평가에서 최우수 등급인 S등급을 받았다고 19일 밝혔다, The Busan National Science Museum announced on the 19th that it received the best grade S grade in the 2018 National Science Museum Operation Performance Evaluation conducted,The Busan National Science Museum announced on the 19th that it received the highest grade S in the 2018 National Science Museum Operational Performance Evaluation conducted by the Ministry of Science and ICT
부산시 관계자는 맞벌이 부부가 초등학생 아이들을 마음 놓고 맡길 수 있도록 살피고 양육과 직업 사이에서 갈등하는 여성들이 없도록 노력하겠다고 말했다, We will look at the doubleincome couples to leave elementary school children at ease and try to ensure that there are no women who are at odds between parenting and occupation,A Busan city official said We will take care of working couples so that they can leave their elementary school children at ease and try to prevent women from conflicting their upbringing and careers
연골연화증의 증상이 있다면 병원을 찾아 적절한 치료를 받는 것이 중요하다, If you have symptoms of cartilage softening it is important to visit,If you have symptoms of chondromalacia it is important to visit a hospital for proper treatment
